stage,day_count,source,target,weight
1000002,6,TrialReward,RewardPatrol,121
1000002,6,TrialReward,RewardStage,1
1000002,6,TrialReward,TrialReward,42
1000002,7,ChapterPack,Mission,1
1000002,7,ChestItem,,8
1000002,7,ChestItem,ChestItem,163
1000002,7,ChestItem,DailyReward,47
1000002,7,ChestItem,DailyShop,25
1000002,7,ChestItem,LevelDown,7
1000002,7,ChestItem,Mission,191
1000002,7,ChestItem,QuickPatrol,2
1000002,7,ChestItem,ResourceShop,4
1000002,7,ChestItem,RewardPatrol,87
1000002,7,ChestItem,RewardStage,7
1000002,7,ChestItem,TrialReward,26
1000002,7,DailyReward,,3
1000002,7,DailyReward,ChestItem,18
1000002,7,DailyReward,DailyReward,74
1000002,7,DailyReward,DailyShop,29
1000002,7,DailyReward,LevelDown,3
1000002,7,DailyReward,Mission,29
1000002,7,DailyReward,QuickPatrol,2
1000002,7,DailyReward,ResourceShop,4
1000002,7,DailyReward,RewardPatrol,41
1000002,7,DailyReward,RewardStage,4
1000002,7,DailyReward,TrialReward,6
1000002,7,DailyShop,,12
1000002,7,DailyShop,ChapterPack,1
1000002,7,DailyShop,ChestItem,7
1000002,7,DailyShop,DailyReward,5
1000002,7,DailyShop,DailyShop,112
1000002,7,DailyShop,LevelDown,18
1000002,7,DailyShop,Mission,29
1000002,7,DailyShop,QuickPatrol,1
1000002,7,DailyShop,ResourceShop,120
1000002,7,DailyShop,RewardPatrol,57
1000002,7,DailyShop,RewardStage,6
1000002,7,DailyShop,TrialReward,19
1000002,7,LevelDown,,2
1000002,7,LevelDown,DailyReward,2
1000002,7,LevelDown,DailyShop,11
1000002,7,LevelDown,LevelDown,27
1000002,7,LevelDown,Mission,15
1000002,7,LevelDown,ResourceShop,9
1000002,7,LevelDown,RewardPatrol,20
1000002,7,LevelDown,RewardStage,1
1000002,7,LevelDown,TrialReward,12
1000002,7,Mission,,6
1000002,7,Mission,ChestItem,364
1000002,7,Mission,DailyReward,23
1000002,7,Mission,DailyShop,40
1000002,7,Mission,LevelDown,10
1000002,7,Mission,Mission,1799
1000002,7,Mission,QuickPatrol,3
1000002,7,Mission,ResourceShop,5
1000002,7,Mission,RewardPatrol,101
1000002,7,Mission,RewardStage,8
1000002,7,Mission,TrialReward,17
1000002,7,QuickPatrol,,3
1000002,7,QuickPatrol,DailyShop,18
1000002,7,QuickPatrol,LevelDown,3
1000002,7,QuickPatrol,Mission,13
1000002,7,QuickPatrol,QuickPatrol,29
1000002,7,QuickPatrol,ResourceShop,1
1000002,7,QuickPatrol,RewardPatrol,19
1000002,7,QuickPatrol,RewardStage,2
1000002,7,QuickPatrol,TrialReward,4
1000002,7,ResourceShop,,12
1000002,7,ResourceShop,ChestItem,2
1000002,7,ResourceShop,DailyReward,5
1000002,7,ResourceShop,DailyShop,24
1000002,7,ResourceShop,LevelDown,9
1000002,7,ResourceShop,Mission,38
1000002,7,ResourceShop,QuickPatrol,1
1000002,7,ResourceShop,ResourceShop,21
1000002,7,ResourceShop,RewardPatrol,58
1000002,7,ResourceShop,RewardStage,6
1000002,7,ResourceShop,TrialReward,22
1000002,7,RewardPatrol,,32
1000002,7,RewardPatrol,ChestItem,21
1000002,7,RewardPatrol,DailyReward,45
1000002,7,RewardPatrol,DailyShop,102
1000002,7,RewardPatrol,LevelDown,16
1000002,7,RewardPatrol,Mission,204
1000002,7,RewardPatrol,QuickPatrol,51
1000002,7,RewardPatrol,ResourceShop,28
1000002,7,RewardPatrol,RewardPatrol,251
1000002,7,RewardPatrol,RewardStage,51
1000002,7,RewardPatrol,TrialReward,76
1000002,7,RewardStage,,5
1000002,7,RewardStage,DailyReward,2
1000002,7,RewardStage,DailyShop,10
1000002,7,RewardStage,LevelDown,3
1000002,7,RewardStage,Mission,23
1000002,7,RewardStage,QuickPatrol,2
1000002,7,RewardStage,ResourceShop,3
1000002,7,RewardStage,RewardPatrol,53
1000002,7,RewardStage,RewardStage,58
1000002,7,RewardStage,TrialReward,4
1000002,7,TrialReward,,11
1000002,7,TrialReward,ChestItem,2
1000002,7,TrialReward,DailyReward,3
1000002,7,TrialReward,DailyShop,13
1000002,7,TrialReward,LevelDown,5
1000002,7,TrialReward,Mission,25
1000002,7,TrialReward,QuickPatrol,2
1000002,7,TrialReward,ResourceShop,4
1000002,7,TrialReward,RewardPatrol,121
1000002,7,TrialReward,RewardStage,4
1000002,7,TrialReward,TrialReward,41
1000002,8,ChapterPack,Mission,1
1000002,8,ChestItem,,10
1000002,8,ChestItem,ChestItem,166
1000002,8,ChestItem,DailyReward,81
1000002,8,ChestItem,DailyShop,31
1000002,8,ChestItem,LevelDown,3
1000002,8,ChestItem,Mission,153
1000002,8,ChestItem,QuickPatrol,1
1000002,8,ChestItem,ResourceShop,7
1000002,8,ChestItem,RewardPatrol,88
1000002,8,ChestItem,RewardStage,2
1000002,8,ChestItem,TrialReward,17
1000002,8,DailyReward,,7
1000002,8,DailyReward,ChestItem,38
1000002,8,DailyReward,DailyReward,71
1000002,8,DailyReward,DailyShop,13
1000002,8,DailyReward,LevelDown,1
1000002,8,DailyReward,Mission,28
1000002,8,DailyReward,RewardPatrol,46
1000002,8,DailyReward,RewardStage,1
1000002,8,DailyReward,TrialReward,6
1000002,8,DailyShop,,7
1000002,8,DailyShop,ChestItem,1
1000002,8,DailyShop,DailyReward,2
1000002,8,DailyShop,DailyShop,83
1000002,8,DailyShop,LevelDown,18
1000002,8,DailyShop,Mission,16
1000002,8,DailyShop,QuickPatrol,2
1000002,8,DailyShop,ResourceShop,120
1000002,8,DailyShop,RewardPatrol,21
1000002,8,DailyShop,RewardStage,4
1000002,8,DailyShop,TrialReward,19
1000002,8,LevelDown,,4
1000002,8,LevelDown,ChestItem,1
1000002,8,LevelDown,DailyReward,1
1000002,8,LevelDown,DailyShop,11
1000002,8,LevelDown,LevelDown,20
1000002,8,LevelDown,Mission,11
1000002,8,LevelDown,QuickPatrol,1
1000002,8,LevelDown,ResourceShop,8
1000002,8,LevelDown,RewardPatrol,13
1000002,8,LevelDown,RewardStage,4
1000002,8,LevelDown,TrialReward,7
1000002,8,Mission,,8
1000002,8,Mission,ChestItem,299
1000002,8,Mission,DailyReward,17
1000002,8,Mission,DailyShop,26
1000002,8,Mission,LevelDown,6
1000002,8,Mission,Mission,1243
1000002,8,Mission,QuickPatrol,2
1000002,8,Mission,ResourceShop,6
1000002,8,Mission,RewardPatrol,69
1000002,8,Mission,RewardStage,5
1000002,8,Mission,TrialReward,11
1000002,8,QuickPatrol,,3
1000002,8,QuickPatrol,ChestItem,2
1000002,8,QuickPatrol,DailyReward,1
1000002,8,QuickPatrol,DailyShop,12
1000002,8,QuickPatrol,LevelDown,2
1000002,8,QuickPatrol,Mission,15
1000002,8,QuickPatrol,QuickPatrol,26
1000002,8,QuickPatrol,ResourceShop,2
1000002,8,QuickPatrol,RewardPatrol,12
1000002,8,QuickPatrol,RewardStage,2
1000002,8,QuickPatrol,TrialReward,3
1000002,8,ResourceShop,,12
1000002,8,ResourceShop,ChestItem,4
1000002,8,ResourceShop,DailyReward,7
1000002,8,ResourceShop,DailyShop,22
1000002,8,ResourceShop,LevelDown,8
1000002,8,ResourceShop,Mission,28
1000002,8,ResourceShop,QuickPatrol,2
1000002,8,ResourceShop,ResourceShop,10
1000002,8,ResourceShop,RewardPatrol,49
1000002,8,ResourceShop,RewardStage,5
1000002,8,ResourceShop,TrialReward,24
1000002,8,RewardPatrol,,30
1000002,8,RewardPatrol,ChapterPack,1
1000002,8,RewardPatrol,ChestItem,30
1000002,8,RewardPatrol,DailyReward,28
1000002,8,RewardPatrol,DailyShop,80
1000002,8,RewardPatrol,LevelDown,12
1000002,8,RewardPatrol,Mission,152
1000002,8,RewardPatrol,QuickPatrol,43
1000002,8,RewardPatrol,ResourceShop,14
1000002,8,RewardPatrol,RewardPatrol,169
1000002,8,RewardPatrol,RewardStage,25
1000002,8,RewardPatrol,TrialReward,62
1000002,8,RewardStage,,2
1000002,8,RewardStage,ChestItem,2
1000002,8,RewardStage,DailyReward,2
1000002,8,RewardStage,DailyShop,3
1000002,8,RewardStage,LevelDown,4
1000002,8,RewardStage,Mission,11
1000002,8,RewardStage,ResourceShop,1
1000002,8,RewardStage,RewardPatrol,28
1000002,8,RewardStage,RewardStage,26
1000002,8,RewardStage,TrialReward,4
1000002,8,TrialReward,,12
1000002,8,TrialReward,ChestItem,2
1000002,8,TrialReward,DailyReward,3
1000002,8,TrialReward,DailyShop,12
1000002,8,TrialReward,LevelDown,4
1000002,8,TrialReward,Mission,19
1000002,8,TrialReward,QuickPatrol,2
1000002,8,TrialReward,ResourceShop,3
1000002,8,TrialReward,RewardPatrol,93
1000002,8,TrialReward,RewardStage,1
1000002,8,TrialReward,TrialReward,39
1000002,9,ChestItem,,10
1000002,9,ChestItem,ChestItem,112
1000002,9,ChestItem,DailyReward,25
1000002,9,ChestItem,DailyShop,15
1000002,9,ChestItem,LevelDown,1
1000002,9,ChestItem,Mission,89
1000002,9,ChestItem,QuickPatrol,1
1000002,9,ChestItem,ResourceShop,7
1000002,9,ChestItem,RewardPatrol,44
1000002,9,ChestItem,RewardStage,5
1000002,9,ChestItem,TrialReward,12
1000002,9,DailyReward,,3
1000002,9,DailyReward,ChestItem,13
1000002,9,DailyReward,DailyReward,52
1000002,9,DailyReward,DailyShop,21
1000002,9,DailyReward,Mission,19
1000002,9,DailyReward,RewardPatrol,31
1000002,9,DailyReward,RewardStage,2
1000002,9,DailyReward,TrialReward,4
1000002,9,DailyShop,,7
1000002,9,DailyShop,ChestItem,1
1000002,9,DailyShop,DailyReward,4
1000002,9,DailyShop,DailyShop,60
1000002,9,DailyShop,LevelDown,4
1000002,9,DailyShop,Mission,11
1000002,9,DailyShop,QuickPatrol,2
1000002,9,DailyShop,ResourceShop,81
1000002,9,DailyShop,RewardPatrol,24
1000002,9,DailyShop,RewardStage,2
1000002,9,DailyShop,TrialReward,11
1000002,9,FirstPurchase,ResourceShop,1
1000002,9,LevelDown,ChestItem,1
1000002,9,LevelDown,DailyReward,1
1000002,9,LevelDown,DailyShop,4
1000002,9,LevelDown,LevelDown,10
1000002,9,LevelDown,Mission,3
1000002,9,LevelDown,ResourceShop,3
1000002,9,LevelDown,RewardPatrol,8
1000002,9,LevelDown,TrialReward,2
1000002,9,Mission,,5
1000002,9,Mission,ChestItem,180
1000002,9,Mission,DailyReward,19
1000002,9,Mission,DailyShop,13
1000002,9,Mission,LevelDown,2
1000002,9,Mission,Mission,998
1000002,9,Mission,QuickPatrol,1
1000002,9,Mission,ResourceShop,2
1000002,9,Mission,RewardPatrol,44
1000002,9,Mission,RewardStage,4
1000002,9,Mission,TrialReward,7
1000002,9,QuickPatrol,,4
1000002,9,QuickPatrol,DailyReward,1
1000002,9,QuickPatrol,DailyShop,7
1000002,9,QuickPatrol,Mission,9
1000002,9,QuickPatrol,QuickPatrol,23
1000002,9,QuickPatrol,RewardPatrol,8
1000002,9,QuickPatrol,TrialReward,1
1000002,9,ResourceShop,,8
1000002,9,ResourceShop,ChestItem,2
1000002,9,ResourceShop,DailyReward,5
1000002,9,ResourceShop,DailyShop,15
1000002,9,ResourceShop,LevelDown,7
1000002,9,ResourceShop,Mission,19
1000002,9,ResourceShop,QuickPatrol,1
1000002,9,ResourceShop,ResourceShop,13
1000002,9,ResourceShop,RewardPatrol,41
1000002,9,ResourceShop,RewardStage,1
1000002,9,ResourceShop,TrialReward,11
1000002,9,RewardPatrol,,27
1000002,9,RewardPatrol,ChestItem,12
1000002,9,RewardPatrol,DailyReward,28
1000002,9,RewardPatrol,DailyShop,55
1000002,9,RewardPatrol,FirstPurchase,1
1000002,9,RewardPatrol,LevelDown,6
1000002,9,RewardPatrol,Mission,90
1000002,9,RewardPatrol,QuickPatrol,25
1000002,9,RewardPatrol,ResourceShop,12
1000002,9,RewardPatrol,RewardPatrol,109
1000002,9,RewardPatrol,RewardStage,21
1000002,9,RewardPatrol,TrialReward,39
1000002,9,RewardStage,,4
1000002,9,RewardStage,DailyReward,2
1000002,9,RewardStage,LevelDown,1
1000002,9,RewardStage,Mission,13
1000002,9,RewardStage,QuickPatrol,1
1000002,9,RewardStage,ResourceShop,3
1000002,9,RewardStage,RewardPatrol,22
1000002,9,RewardStage,RewardStage,19
1000002,9,RewardStage,TrialReward,3
1000002,9,TrialReward,,7
1000002,9,TrialReward,DailyReward,2
1000002,9,TrialReward,DailyShop,12
1000002,9,TrialReward,LevelDown,1
1000002,9,TrialReward,Mission,15
1000002,9,TrialReward,ResourceShop,1
1000002,9,TrialReward,RewardPatrol,54
1000002,9,TrialReward,RewardStage,1
1000002,9,TrialReward,TrialReward,18
